county_fips,county_name,state_abbr,year,num_establishments,total_employment,total_wages,taxable_wages,avg_weekly_wage,avg_annual_pay,employment_yoy_pct_change,wage_yoy_pct_change,location_quotient_employment,unemployment_rate,median_household_income
18069,"County 069, IN",IN,2023,8333,36572,2060546152,1487918102,1061.26,55185.49,-1.78,3.82,0.5209,4.39,40518.14
18070,"County 070, IN",IN,2023,68480,323837,13148848372,10455572478,778.67,40491.02,0.31,3.29,0.719,6.33,24549.78
18071,"County 071, IN",IN,2023,3491,16610,959548713,615292109,1111.36,57790.47,-2.08,6.12,1.0538,4.09,46604.03
18072,"County 072, IN",IN,2023,4611,22492,964281879,636195260,807.86,42008.87,-1.4,3.04,1.1634,5.43,51420.87
18073,"County 073, IN",IN,2023,8774,35743,1933047925,1212993321,1036.65,53905.97,-0.39,4.9,0.5181,5.32,46786.97
18074,"County 074, IN",IN,2023,3125,14295,1026819205,743596858,1423.89,74042.2,3.05,5.01,0.7234,2.62,55647.74
18075,"County 075, IN",IN,2023,382,1747,83230832,61912736,932.85,48508.04,7.35,1.03,0.4915,4.94,38801.48
18076,"County 076, IN",IN,2023,3860,17729,905986666,715162273,992.99,51635.5,1.02,2.06,0.5539,4.68,39535.11
18077,"County 077, IN",IN,2023,5573,37099,1858679055,1192046711,951.0,49451.98,3.38,3.79,0.7865,5.1,36484.62
18078,"County 078, IN",IN,2023,1050,3027,165675983,130320123,1087.81,56566.08,1.19,2.1,1.1444,4.5,44954.3
18079,"County 079, IN",IN,2023,3615,11122,420060994,258996674,725.67,37734.66,-1.08,3.37,1.2929,5.71,36970.04
18080,"County 080, IN",IN,2023,5386,46123,1562212928,965013917,638.12,33182.12,6.9,6.82,1.2805,6.09,28265.72
18081,"County 081, IN",IN,2023,1646,7659,354357256,220767765,853.95,44405.37,1.66,2.22,0.8664,5.45,37041.03
18082,"County 082, IN",IN,2023,2765,13083,586904302,425547657,902.65,46937.83,0.78,2.7,1.7445,5.4,41853.62
18083,"County 083, IN",IN,2023,945,3739,136433401,97006412,734.61,38199.9,0.59,2.78,2.817,5.01,29491.72
18084,"County 084, IN",IN,2023,19624,53823,3088910959,2179565243,1123.19,58405.85,0.82,4.13,1.3595,4.78,45543.74
18085,"County 085, IN",IN,2023,78408,243853,12853065996,9072481112,1009.49,52493.33,3.72,5.09,1.0968,4.22,48194.95
18086,"County 086, IN",IN,2023,6585,9983,568340774,412967276,1073.89,55842.35,7.9,2.07,0.7762,4.58,43538.13
18087,"County 087, IN",IN,2023,2613,9277,321723058,238120913,648.45,33719.6,5.27,1.05,0.6955,6.11,34887.15
18088,"County 088, IN",IN,2023,58455,302492,14166269513,10790981215,894.24,46500.71,3.25,4.63,0.7487,4.83,42435.86
18089,"County 089, IN",IN,2023,1620,3082,143812646,99451782,925.08,48104.25,-0.71,2.05,0.865,4.22,47769.83
18090,"County 090, IN",IN,2023,1154,4386,213666787,163871653,959.49,49893.26,-1.38,1.5,1.58,5.34,40789.02
18091,"County 091, IN",IN,2023,1095,5225,230325902,165403206,882.19,45873.96,4.75,5.01,0.8625,5.6,41544.27
18092,"County 092, IN",IN,2023,8649,22455,1445018898,894555307,1194.16,62096.38,1.01,1.27,0.7685,2.94,53856.81
19001,"County 001, IA",IA,2023,651,2184,104155185,68888771,937.77,48763.95,2.06,4.03,0.8636,6.66,46625.08
19002,"County 002, IA",IA,2023,5368,31080,1316998055,859898736,815.89,42426.24,-2.04,5.05,0.9166,8.05,53896.92
19003,"County 003, IA",IA,2023,213,1096,61071024,44058811,1098.97,57146.39,1.46,3.48,0.9886,6.67,56722.54
19004,"County 004, IA",IA,2023,40305,135920,3037938036,2132890877,423.08,22000.0,2.42,3.07,0.8176,7.37,41664.35
19005,"County 005, IA",IA,2023,4366,9898,396069880,263063845,740.51,38506.67,2.75,1.02,0.6979,5.17,45900.96
19006,"County 006, IA",IA,2023,4673,15330,698375777,493193732,880.25,45772.93,2.17,2.66,0.8226,7.18,55177.15
19007,"County 007, IA",IA,2023,1256,5839,290267263,212329881,993.94,51685.09,1.13,4.86,0.7876,5.97,50631.64
19008,"County 008, IA",IA,2023,5107,16954,701496392,547580073,818.93,42584.41,-3.06,1.62,1.2491,6.37,53224.07
19009,"County 009, IA",IA,2023,2803,9352,427940503,308762648,921.59,47922.59,1.25,6.2,0.6939,5.41,54777.44
19010,"County 010, IA",IA,2023,10433,33375,1422112438,869047472,808.94,42064.93,0.51,2.53,1.1806,6.57,46341.2
19011,"County 011, IA",IA,2023,37050,154628,4414828355,2689882580,555.4,28880.93,4.26,3.99,1.3973,7.88,48009.71
19012,"County 012, IA",IA,2023,38856,125625,6221902051,4934113746,920.2,47850.23,5.37,7.3,1.2423,6.47,44056.23
19013,"County 013, IA",IA,2023,2231,7132,322191037,238304828,890.66,46314.35,-4.64,4.14,1.5233,7.86,53949.81
19014,"County 014, IA",IA,2023,5755,17510,711676595,558788316,817.59,42514.93,-0.61,4.75,1.004,6.28,45746.84
19015,"County 015, IA",IA,2023,9643,45650,2373468482,1507287953,964.93,50176.56,6.21,6.71,1.2947,6.73,63287.54
19016,"County 016, IA",IA,2023,3056,10104,530244381,319269192,1008.82,52458.71,1.48,2.86,0.8257,6.25,49182.14
19017,"County 017, IA",IA,2023,15754,35382,1024263236,737297693,556.63,28944.67,5.33,2.8,1.1602,7.87,35631.71
19018,"County 018, IA",IA,2023,3494,11506,583250667,415771837,994.17,51696.81,2.98,0.12,0.9,7.03,55607.58
19019,"County 019, IA",IA,2023,22295,47113,2053784744,1558493695,879.34,45725.54,2.01,6.89,0.8305,7.52,52990.73
19020,"County 020, IA",IA,2023,10491,31396,1310099911,1022702163,786.26,40885.52,-2.04,5.32,0.649,6.48,51087.25
19021,"County 021, IA",IA,2023,368,1391,62706483,47836635,826.09,42956.61,-2.95,5.26,0.8286,5.14,47986.46
19022,"County 022, IA",IA,2023,1560,2726,123478925,74469945,831.47,43236.57,1.83,1.12,2.6887,6.13,46432.69
19023,"County 023, IA",IA,2023,80696,192163,8172523989,6063173299,851.0,44251.76,-1.92,2.35,0.9989,6.83,48057.16
19024,"County 024, IA",IA,2023,15161,54158,3135718083,2094347593,1079.53,56135.43,7.22,4.72,1.4351,3.37,53734.48
19025,"County 025, IA",IA,2023,11486,50755,1127120405,838741777,427.88,22249.56,4.99,5.93,0.847,8.07,38375.35
19026,"County 026, IA",IA,2023,1097,3015,84198892,51259075,536.56,27901.04,2.85,2.63,1.9348,7.48,43168.42
19027,"County 027, IA",IA,2023,21970,60174,3058795489,1966543847,931.31,48428.36,1.98,3.44,1.225,6.27,54150.63
19028,"County 028, IA",IA,2023,2990,13311,380766419,275849212,529.12,27514.2,1.21,5.41,1.0828,6.05,38467.97
19029,"County 029, IA",IA,2023,438,1475,69342269,41623026,885.87,46065.33,1.49,1.87,0.8572,5.32,45952.12
19030,"County 030, IA",IA,2023,9653,16762,695179498,530118480,798.84,41539.69,1.3,5.32,0.8544,6.47,45989.82
19031,"County 031, IA",IA,2023,1624,7745,375037517,237713574,904.08,47012.06,-2.13,4.77,0.7838,6.93,57186.17
19032,"County 032, IA",IA,2023,1078,4693,193604061,143149701,769.54,40016.32,3.41,3.18,0.5605,7.07,43619.26
19033,"County 033, IA",IA,2023,3182,21633,1056807347,663570791,897.25,46656.74,-2.77,6.1,1.1547,5.38,46505.26
19034,"County 034, IA",IA,2023,10156,50741,1410708193,951739196,542.28,28198.35,-0.07,6.51,2.0549,7.52,38945.66
19035,"County 035, IA",IA,2023,5510,29059,1526507493,943521583,1038.84,54019.63,2.2,4.31,0.8035,6.02,56797.08
19036,"County 036, IA",IA,2023,3757,11299,445885761,317199797,733.6,38147.16,4.86,4.45,0.9666,5.64,46322.92
19037,"County 037, IA",IA,2023,749,2927,102861365,62871819,710.75,36958.85,3.25,2.04,0.5621,7.07,43550.43
19038,"County 038, IA",IA,2023,115390,227366,10512891699,7873069284,905.68,47095.44,1.28,6.1,1.0002,6.43,42952.32
19039,"County 039, IA",IA,2023,3624,13330,586577965,389242480,845.92,43987.98,1.67,1.18,1.2203,5.84,42621.83
19040,"County 040, IA",IA,2023,6556,28326,1085938513,662241255,759.06,39471.24,1.75,5.68,1.321,7.55,33347.83
19041,"County 041, IA",IA,2023,23154,36377,982634217,770572553,546.79,28432.88,3.8,5.73,0.9699,7.13,44856.94
19042,"County 042, IA",IA,2023,3849,11062,567163187,363614944,984.85,51212.21,1.8,2.44,0.9556,5.57,52390.34
19043,"County 043, IA",IA,2023,1090,2954,120135828,88863569,818.14,42543.14,4.16,4.35,1.2884,7.66,50718.07
19044,"County 044, IA",IA,2023,2669,6283,349677218,263140432,1067.33,55501.33,4.98,3.47,1.0636,6.59,47062.79
19045,"County 045, IA",IA,2023,14780,46039,1352405721,1023921382,575.64,29933.1,4.33,3.45,1.1504,7.83,38849.12
19046,"County 046, IA",IA,2023,7765,23128,984024618,671252957,787.63,40956.9,2.15,2.82,1.5481,6.22,46418.67
19047,"County 047, IA",IA,2023,1951,5945,289589954,186683824,910.32,47336.62,0.3,0.89,0.6923,5.75,45878.39
19048,"County 048, IA",IA,2023,41613,75359,4573751711,3516467304,1147.51,59670.66,4.8,0.49,0.7678,6.07,55788.44
19049,"County 049, IA",IA,2023,866,2857,126215463,84505158,821.16,42700.23,0.14,4.51,1.1278,5.92,37609.85
19050,"County 050, IA",IA,2023,501,2413,88978884,62425627,701.76,36491.61,8.06,5.15,1.0488,7.18,37114.19
19051,"County 051, IA",IA,2023,226,561,25651028,20388817,878.52,45683.03,1.62,7.03,1.0471,5.95,41215.56
19052,"County 052, IA",IA,2023,2429,12794,429573041,291066069,621.54,32320.18,0.91,5.2,1.028,7.96,42206.66
19053,"County 053, IA",IA,2023,1570,8128,347848589,209973686,785.63,40852.96,-2.59,4.09,0.6232,6.35,50855.08
19054,"County 054, IA",IA,2023,959,3600,131200016,91095722,684.26,35581.52,0.95,7.85,1.1567,6.13,43626.7
19055,"County 055, IA",IA,2023,8510,43833,1646482677,1151893825,727.08,37808.12,5.62,4.75,0.9714,7.45,40739.69
19056,"County 056, IA",IA,2023,6186,26836,1110679976,817860516,836.49,43497.5,4.25,4.15,0.8567,6.6,46041.37
19057,"County 057, IA",IA,2023,187335,551485,21230131607,15184997358,709.55,36896.64,4.09,4.19,1.4362,7.88,47467.53
19058,"County 058, IA",IA,2023,12109,48354,2053638222,1318405143,809.89,42114.08,-0.24,2.95,0.9281,6.62,46681.62
19059,"County 059, IA",IA,2023,3651,18144,890152734,537268123,984.47,51192.28,1.0,4.55,0.6011,5.7,51973.27
19060,"County 060, IA",IA,2023,5067,29310,1470745138,883606716,954.4,49628.9,2.15,3.11,2.569,5.86,54030.37
19061,"County 061, IA",IA,2023,12340,31232,1379302816,998283165,809.67,42102.87,4.76,2.8,0.4297,8.0,44384.36
19062,"County 062, IA",IA,2023,43273,183510,5926750375,4480908081,629.14,32715.1,3.08,4.35,0.845,7.11,34984.29
19063,"County 063, IA",IA,2023,10286,18216,630141617,403242118,673.06,34999.13,3.26,3.85,0.6434,5.66,46512.69
19064,"County 064, IA",IA,2023,6474,18131,785454470,612048885,859.13,44674.82,5.19,4.75,1.2994,6.08,48540.44
19065,"County 065, IA",IA,2023,5997,18544,773821819,533942310,822.78,42784.79,3.85,2.5,0.8825,8.03,53751.57
19066,"County 066, IA",IA,2023,7363,26190,1240025925,896924066,941.5,48957.83,3.59,3.7,0.6065,6.57,50134.43
19067,"County 067, IA",IA,2023,7019,25785,1035872283,657074090,741.49,38557.24,5.0,3.29,1.6166,8.21,43105.71
19068,"County 068, IA",IA,2023,4447,13764,512801770,374600460,684.83,35610.99,5.41,4.09,1.5672,7.33,43927.34
19069,"County 069, IA",IA,2023,12745,38901,1576387297,1247507988,777.85,40448.18,1.21,1.76,0.7541,6.48,50961.26
19070,"County 070, IA",IA,2023,568,2509,127896498,82221155,940.35,48898.22,-1.36,4.67,0.9451,5.7,50155.18
19071,"County 071, IA",IA,2023,863,3711,165072477,105383688,829.74,43146.68,2.08,3.17,1.3378,7.46,54285.49
19072,"County 072, IA",IA,2023,25337,98094,4168547158,3065967142,792.04,41185.86,1.53,5.31,1.0502,6.18,44442.01
19073,"County 073, IA",IA,2023,2676,14113,552087388,438584161,744.2,38698.28,1.72,2.54,0.7108,6.38,55715.61
19074,"County 074, IA",IA,2023,865,4741,173555036,135298685,735.55,38248.78,-3.51,3.63,1.4329,8.09,37188.26
19075,"County 075, IA",IA,2023,1434,4292,249473605,156765018,1076.9,55998.59,6.15,3.77,1.1504,5.25,47795.4
19076,"County 076, IA",IA,2023,117269,412411,14318012913,10546178307,667.87,34729.5,-1.75,2.79,1.9819,8.5,42820.63
19077,"County 077, IA",IA,2023,467,1743,89151459,69409454,939.56,48856.93,3.56,2.54,1.2068,5.82,53731.46
19078,"County 078, IA",IA,2023,6343,17977,597246693,385989578,654.25,34021.15,1.15,3.13,1.5815,7.13,49905.21
19079,"County 079, IA",IA,2023,2232,7568,379694386,281112669,1001.69,52087.7,-2.13,3.21,0.4412,7.49,55872.67
19080,"County 080, IA",IA,2023,1306,2989,100675866,75648650,661.44,34394.67,3.72,5.95,1.4416,7.0,50028.76
19081,"County 081, IA",IA,2023,290,1455,55619276,39273391,720.86,37484.59,3.72,6.89,0.5467,5.81,42359.38
19082,"County 082, IA",IA,2023,2741,12101,630348232,485004284,965.22,50191.61,2.84,3.38,0.9191,5.75,56659.68
19083,"County 083, IA",IA,2023,28895,74173,2949139874,2026047696,740.17,38488.67,8.68,4.36,1.2766,7.01,46272.95
19084,"County 084, IA",IA,2023,8013,21091,905161889,573775379,865.6,45011.29,-1.14,6.79,0.8274,7.21,51086.38
19085,"County 085, IA",IA,2023,3040,15154,833536610,577385069,1084.0,56368.21,5.63,3.06,1.1598,5.86,49028.17
19086,"County 086, IA",IA,2023,8896,41708,1715885980,1316265367,791.41,41153.55,3.42,3.34,0.7991,6.42,51304.52
19087,"County 087, IA",IA,2023,8174,24404,1249011464,974346131,943.68,49071.49,3.42,2.33,0.5774,4.6,51879.99
19088,"County 088, IA",IA,2023,1187,3541,180050346,118915591,1025.69,53336.11,3.31,5.01,0.8256,4.84,53951.27
19089,"County 089, IA",IA,2023,19295,77269,1926506143,1252152741,491.29,25547.22,5.05,6.37,0.7323,7.34,38929.61
19090,"County 090, IA",IA,2023,4334,23252,1046783935,745132300,897.47,46668.44,4.74,5.11,0.6946,5.31,45689.72
19091,"County 091, IA",IA,2023,835,2609,124814006,82205574,939.64,48861.15,4.47,2.8,1.0675,4.99,48587.01
19092,"County 092, IA",IA,2023,2126,6646,247037274,165764318,732.03,38065.35,-0.75,5.01,1.4476,6.23,44710.33
19093,"County 093, IA",IA,2023,497,2155,103307030,62854032,898.49,46721.72,3.62,5.19,0.823,7.57,57055.06
19094,"County 094, IA",IA,2023,1026,5635,236253749,179803058,827.43,43026.61,5.39,4.84,0.7893,5.9,50309.78
19095,"County 095, IA",IA,2023,10110,31826,1107842861,725181709,643.91,33483.5,1.92,5.36,1.4058,8.17,46644.07
19096,"County 096, IA",IA,2023,1893,11703,445882541,272128869,768.56,39965.3,-0.94,2.14,1.7185,6.94,44530.0
19097,"County 097, IA",IA,2023,27490,65888,3604023018,2724260805,1069.51,55614.76,-0.81,5.7,1.1815,4.7,53314.79
19098,"County 098, IA",IA,2023,3718,15175,892535392,618321091,1090.72,56717.28,2.79,6.06,0.7431,5.94,56406.59
19099,"County 099, IA",IA,2023,5879,24435,693644899,425372923,560.18,29129.18,1.23,3.33,1.3375,8.4,45229.12
20001,"County 001, KS",KS,2023,8310,70696,5551891646,4056074726,1506.16,78320.32,7.1,5.79,0.7866,3.03,55062.97
20002,"County 002, KS",KS,2023,1773,10280,858232356,601679212,1570.17,81648.71,1.57,7.38,1.0023,3.81,60248.07
20003,"County 003, KS",KS,2023,514,2543,194982942,148923969,1409.56,73297.09,4.3,6.53,0.9904,4.47,61842.97
20004,"County 004, KS",KS,2023,22538,56016,3943865359,3145343453,1355.06,70463.27,5.33,2.83,0.4735,3.29,60651.59
20005,"County 005, KS",KS,2023,4994,21997,1788262431,1389889452,1555.43,80882.41,3.81,4.63,0.7227,3.57,66558.47
20006,"County 006, KS",KS,2023,6084,27152,1956312377,1228385626,1435.69,74655.69,-0.31,1.77,0.4798,1.11,59140.0
20007,"County 007, KS",KS,2023,41880,173510,11902550165,7973959857,1277.31,66420.24,1.94,3.47,1.0925,4.57,54408.55
20008,"County 008, KS",KS,2023,655,2936,248267852,165784647,1602.52,83330.86,2.34,1.55,1.7881,2.68,67110.27
20009,"County 009, KS",KS,2023,1219,4108,330831476,227003272,1520.41,79061.24,3.89,2.92,1.1301,4.11,65125.45
20010,"County 010, KS",KS,2023,13712,47947,3644951664,2912357449,1497.39,77864.47,1.28,1.4,1.1884,3.27,55205.22
20011,"County 011, KS",KS,2023,20644,111938,6335571322,4575490106,1112.31,57840.33,1.68,3.96,1.306,3.13,52592.47
20012,"County 012, KS",KS,2023,42492,213627,15466793985,9946956512,1359.81,70710.03,2.57,2.8,0.8342,3.36,55654.35
20013,"County 013, KS",KS,2023,2837,10593,835090714,570839454,1526.49,79377.24,2.14,7.69,2.1005,2.51,57351.37
20014,"County 014, KS",KS,2023,17692,72419,6987967547,5111426594,1809.86,94112.61,3.8,2.74,1.4488,1.89,75253.92
20015,"County 015, KS",KS,2023,1677,8701,633083968,465710747,1436.98,74722.76,1.23,5.22,1.1596,3.04,57536.34
20016,"County 016, KS",KS,2023,28401,140574,10071864606,6391071210,1329.0,69108.2,3.01,6.11,1.4398,5.82,56933.18
20017,"County 017, KS",KS,2023,906,2825,232230767,159912326,1602.83,83347.0,3.02,4.05,0.7873,4.09,73961.54
20018,"County 018, KS",KS,2023,5249,39287,2553970321,1655223098,1214.92,63175.64,1.96,5.31,0.522,3.93,52066.04
20019,"County 019, KS",KS,2023,5836,25530,2264654357,1683604668,1742.03,90585.71,1.84,3.38,0.8284,1.39,63579.31
20020,"County 020, KS",KS,2023,2581,8077,793870457,508133125,1843.88,95882.01,1.01,3.33,1.0044,1.85,68332.16
20021,"County 021, KS",KS,2023,1480,6351,458374389,275844044,1375.79,71541.15,2.09,0.19,0.8774,4.07,67124.09
20022,"County 022, KS",KS,2023,15283,79361,7116477169,5580487059,1690.44,87902.85,4.34,4.29,0.8913,2.11,74637.03
20023,"County 023, KS",KS,2023,6461,26346,2074081963,1293102791,1527.97,79454.61,0.55,1.16,1.0299,1.95,60340.12
20024,"County 024, KS",KS,2023,16379,35935,3519853864,2237493882,1852.51,96330.35,-1.03,5.59,1.0146,2.4,59865.58
20025,"County 025, KS",KS,2023,13819,48951,4121668468,2548475958,1676.92,87200.04,2.62,3.89,1.0353,2.99,52293.2
20026,"County 026, KS",KS,2023,1095,1986,165228768,122850358,1633.7,84952.38,0.86,7.3,0.7848,1.17,69583.25
20027,"County 027, KS",KS,2023,63257,162241,13051424966,8188929530,1510.78,78560.35,4.06,3.56,0.9387,2.63,56547.31
20028,"County 028, KS",KS,2023,62557,228265,16494811424,10688935083,1351.73,70290.01,-1.32,4.63,1.2076,4.26,66048.44
20029,"County 029, KS",KS,2023,4006,13767,984645795,602993337,1405.38,73079.95,3.05,2.21,0.8502,3.32,54877.61
20030,"County 030, KS",KS,2023,10935,25480,1845680820,1157035885,1413.79,73517.04,2.58,3.48,1.4867,4.6,64852.56
20031,"County 031, KS",KS,2023,2384,4356,338451866,232455282,1432.38,74483.6,6.03,6.46,0.7243,4.08,63632.42
20032,"County 032, KS",KS,2023,2467,6747,466728302,326726347,1311.65,68205.96,-0.14,4.36,1.3983,4.14,54187.31
20033,"County 033, KS",KS,2023,4814,14271,1156012946,823284518,1544.47,80312.39,2.92,5.82,1.575,4.72,62997.5
20034,"County 034, KS",KS,2023,674,1976,158929525,100106209,1493.01,77636.56,0.34,4.53,0.8345,2.68,71656.0
20035,"County 035, KS",KS,2023,6547,25508,2200667109,1428014787,1739.94,90476.73,8.56,4.13,1.1277,3.63,69245.39
20036,"County 036, KS",KS,2023,1734,9096,778828506,533553926,1722.88,89589.79,5.56,2.98,0.8662,2.51,66194.35
20037,"County 037, KS",KS,2023,2286,9123,766036381,586060202,1680.78,87400.82,4.79,3.53,0.8041,2.94,68462.11
20038,"County 038, KS",KS,2023,10472,44535,3903151587,2442465198,1696.61,88223.85,0.42,2.26,0.7879,3.09,68503.6
20039,"County 039, KS",KS,2023,2411,6966,570386044,380292676,1569.39,81608.11,2.64,4.51,0.7431,3.04,65265.89
20040,"County 040, KS",KS,2023,281,1553,106853684,82031289,1299.8,67589.53,-0.94,3.29,2.1092,4.31,54780.52
20041,"County 041, KS",KS,2023,13772,28699,2042120447,1434730590,1386.08,72075.99,-1.01,2.97,0.7276,4.6,56096.06
20042,"County 042, KS",KS,2023,499,1972,150638690,93564369,1437.15,74731.69,2.18,9.56,0.7259,4.53,52169.74
20043,"County 043, KS",KS,2023,743,2071,160188529,123271978,1455.3,75675.56,3.32,5.28,0.595,2.95,60527.16
20044,"County 044, KS",KS,2023,31117,107183,7459756824,4514124014,1368.39,71156.11,1.82,3.63,1.213,3.34,54363.31
20045,"County 045, KS",KS,2023,54,262,19408828,11852003,1465.2,76190.25,1.1,3.71,0.8119,3.2,60975.01
20046,"County 046, KS",KS,2023,1838,10218,795245356,531442091,1511.96,78621.97,4.4,5.18,1.4066,3.63,64769.15
20047,"County 047, KS",KS,2023,2174,11304,1002840950,741894785,1772.74,92182.27,0.68,3.22,1.5349,1.64,57852.77
20048,"County 048, KS",KS,2023,8056,19999,1669097789,1122737286,1574.29,81863.15,2.77,-0.29,0.8995,2.93,61528.82
20049,"County 049, KS",KS,2023,651,4747,359049730,215691513,1456.46,75735.88,1.77,2.97,0.4701,4.09,54119.74
20050,"County 050, KS",KS,2023,1302,5108,423781806,288575039,1584.42,82389.82,3.49,0.59,0.8948,3.01,69397.59
20051,"County 051, KS",KS,2023,7038,24754,1823679051,1359475645,1482.06,77066.92,-1.53,-0.31,1.3167,4.02,65368.1
20052,"County 052, KS",KS,2023,1988,8569,801055201,575036819,1763.22,91687.5,5.84,3.34,0.8721,2.59,62569.65
20053,"County 053, KS",KS,2023,1291,3314,310532823,231014545,1722.56,89573.37,-1.43,1.64,0.8047,3.86,67639.74
20054,"County 054, KS",KS,2023,990,5946,507273627,388827114,1625.5,84525.99,-4.1,1.56,1.1767,2.78,61446.34
20055,"County 055, KS",KS,2023,19614,63095,4731737922,3154468632,1405.15,73068.06,2.18,-0.75,0.5776,3.43,70960.07
20056,"County 056, KS",KS,2023,849,2530,205223079,140238339,1533.74,79754.25,1.23,3.95,0.7942,3.91,54061.91
20057,"County 057, KS",KS,2023,4497,21054,1421032390,1034058356,1351.9,70298.56,3.2,2.22,0.9899,2.74,58337.62
20058,"County 058, KS",KS,2023,5422,21559,1714392833,1126936483,1585.28,82434.43,7.26,2.09,1.4596,2.27,66573.25
20059,"County 059, KS",KS,2023,1541,9699,722269569,531278532,1408.0,73215.97,2.75,1.14,0.9214,2.76,58761.13
20060,"County 060, KS",KS,2023,703,3733,241755103,164640945,1300.49,67625.48,-3.0,2.68,1.3773,3.37,64124.03
20061,"County 061, KS",KS,2023,12535,33468,2261228215,1453120205,1291.17,67140.92,0.49,5.56,0.8602,4.12,49486.73
20062,"County 062, KS",KS,2023,1426,4559,378898036,280543116,1573.81,81838.07,2.96,1.95,1.4586,3.13,61400.31
20063,"County 063, KS",KS,2023,2480,13356,1157425120,778797075,1665.36,86598.54,3.38,2.79,0.7363,2.05,70172.84
20064,"County 064, KS",KS,2023,1456,5275,422596312,316632980,1587.84,82567.74,-0.89,4.28,1.1862,2.48,66847.3
20065,"County 065, KS",KS,2023,6917,41129,2987673934,2093301103,1439.23,74840.02,5.63,4.71,0.9564,4.23,63852.15
20066,"County 066, KS",KS,2023,136,541,38098643,29486490,1309.41,68089.31,0.69,0.21,0.8195,5.62,52527.65
20067,"County 067, KS",KS,2023,1617,3229,235040313,173576039,1406.34,73129.62,0.2,1.6,1.4998,3.7,51366.86
20068,"County 068, KS",KS,2023,656,3214,224629717,153847955,1333.48,69340.82,6.73,3.32,0.943,4.3,56220.63
20069,"County 069, KS",KS,2023,6975,28077,2427695269,1732057108,1642.81,85425.88,0.52,4.6,0.618,2.14,66365.03
20070,"County 070, KS",KS,2023,11854,26707,2216114992,1359937337,1529.17,79516.84,5.06,3.69,0.9599,4.62,61884.32
20071,"County 071, KS",KS,2023,8683,28275,2180435655,1458934735,1560.78,81160.6,4.47,2.73,1.2907,3.5,69273.25
20072,"County 072, KS",KS,2023,5738,22529,1644485441,1048644091,1366.45,71055.28,5.72,3.78,0.8658,4.43,54207.71
20073,"County 073, KS",KS,2023,30143,63390,4830552163,3293857608,1427.79,74244.9,1.1,6.2,1.2251,2.91,69028.42
20074,"County 074, KS",KS,2023,764,4261,412270791,329651274,1783.4,92736.75,5.54,4.8,1.1221,3.07,71615.47
20075,"County 075, KS",KS,2023,19592,51291,3955038154,2599046115,1454.44,75630.89,-0.79,5.87,0.854,3.57,57187.13
20076,"County 076, KS",KS,2023,13943,62616,4918489884,3575707679,1449.26,75361.44,2.78,4.18,1.3042,3.53,62366.56
20077,"County 077, KS",KS,2023,148864,586957,46379061251,28997916957,1589.78,82668.6,2.49,2.15,1.1659,1.86,72168.26
20078,"County 078, KS",KS,2023,6596,40556,3799000757,2915654054,1716.38,89251.63,5.1,5.95,1.4375,3.25,62129.6
20079,"County 079, KS",KS,2023,675,3666,299418419,210238784,1652.74,85942.66,2.46,1.77,0.7908,2.51,57851.69
20080,"County 080, KS",KS,2023,1188,4314,289451251,230268581,1303.61,67787.76,0.05,4.57,1.0376,4.85,58185.68
20081,"County 081, KS",KS,2023,7059,24602,1576146641,1066490133,1262.87,65669.45,-0.8,6.04,1.4524,3.25,54251.47
20082,"County 082, KS",KS,2023,513,3686,280464187,218402406,1447.8,75285.66,5.41,5.32,0.9566,2.1,63660.91
20083,"County 083, KS",KS,2023,14698,28832,1621354806,1210208056,1060.35,55138.35,2.57,1.61,0.6084,4.36,44785.63
20084,"County 084, KS",KS,2023,2114,9578,778966996,605578178,1543.11,80241.86,2.95,3.67,0.6966,2.72,60339.31
20085,"County 085, KS",KS,2023,605,2617,196774159,138660187,1455.97,75710.21,1.92,5.27,1.8847,4.67,59590.18
20086,"County 086, KS",KS,2023,5064,15180,1258000042,944452328,1646.72,85629.62,-0.68,3.91,0.5155,2.55,61921.69
20087,"County 087, KS",KS,2023,74900,199520,16322802800,10132711586,1601.9,83298.57,0.67,2.37,1.2638,3.14,64789.98
20088,"County 088, KS",KS,2023,3203,6133,502666455,312487775,1608.23,83628.01,0.43,2.61,1.2185,2.83,63408.51
20089,"County 089, KS",KS,2023,120354,481555,35206279494,26892771939,1419.46,73811.87,-2.29,4.3,0.6544,3.33,56228.72
20090,"County 090, KS",KS,2023,2207,20286,1563730582,1237043192,1488.74,77414.55,1.02,3.37,0.8128,3.39,67581.12
20091,"County 091, KS",KS,2023,17869,40594,3236297563,2150701081,1540.92,80127.84,2.86,4.43,0.5286,3.55,54542.64
20092,"County 092, KS",KS,2023,4257,22602,1729012994,1147505540,1523.93,79244.35,4.75,3.64,1.1669,2.4,60972.17
20093,"County 093, KS",KS,2023,13899,50940,3649637003,2631004288,1350.53,70227.38,2.16,4.94,0.7597,3.77,56703.68
20094,"County 094, KS",KS,2023,1622,7119,511559766,346697574,1327.63,69036.8,2.64,6.09,1.594,2.59,60509.58
20095,"County 095, KS",KS,2023,2624,10331,941946679,698030979,1727.65,89838.01,1.04,0.73,0.8959,2.41,60005.4
20096,"County 096, KS",KS,2023,26899,92969,7873657744,5233764512,1569.55,81616.75,0.87,3.27,1.0907,3.24,63983.23
